Name,Path,Identity,Gender_code,Gender,Age,Race_code,Race,date of birth,Emotion_code,Neutral,Anger,Scream,Contempt,Disgust,Fear,Happy,Sadness,Surprise,Sun glasses,Scarf,Eyeglasses,Beard,Hat,Angle
00653_941031_fa.jpg,root_dir/datasets/original/colorferet/img/00653_941031_fa.jpg,00653,-1,Female,20,,White,1974,,,,,,,,,,,,,,,,
00145_931230_hl.jpg,root_dir/datasets/original/colorferet/img/00145_931230_hl.jpg,00145,-1,Female,20,,Hispanic,1973,,,,,,,,,,,,,,,,
00691_941121_rc.jpg,root_dir/datasets/original/colorferet/img/00691_941121_rc.jpg,00691,1,Male,20,,White,1974,,,,,,,,,,,,,,,,
00983_960627_hr.jpg,root_dir/datasets/original/colorferet/img/00983_960627_hr.jpg,00983,1,Male,40,,White,1956,,,,,,,,,,,,,,,,
00879_960620_ql.jpg,root_dir/datasets/original/colorferet/img/00879_960620_ql.jpg,00879,1,Male,30,,White,1966,,,,,,,,,,,,,,,,
00770_941201_re.jpg,root_dir/datasets/original/colorferet/img/00770_941201_re.jpg,00770,1,Male,40,,White,1954,,,,,,,,,,,,,,,,
00249_940128_fb_a.jpg,root_dir/datasets/original/colorferet/img/00249_940128_fb_a.jpg,00249,1,Male,50,,White,1944,,,,,,,,,,,,,,,,
00952_960627_qr.jpg,root_dir/datasets/original/colorferet/img/00952_960627_qr.jpg,00952,1,Male,60,,White,1936,,,,,,,,,,,,,,,,
00704_941201_qr.jpg,root_dir/datasets/original/colorferet/img/00704_941201_qr.jpg,00704,-1,Female,40,,White,1954,,,,,,,,,,,,,,,,
00594_941121_pl.jpg,root_dir/datasets/original/colorferet/img/00594_941121_pl.jpg,00594,1,Male,20,,White,1974,,,,,,,,,,,,,,,,
00724_960620_hr.jpg,root_dir/datasets/original/colorferet/img/00724_960620_hr.jpg,00724,1,Male,32,,Asian,1964,,,,,,,,,,,,,,,,
00760_960530_hr.jpg,root_dir/datasets/original/colorferet/img/00760_960530_hr.jpg,00760,1,Male,62,,White,1934,,,,,,,,,,,,,,,,
00563_940928_rb.jpg,root_dir/datasets/original/colorferet/img/00563_940928_rb.jpg,00563,-1,Female,20,,Asian,1974,,,,,,,,,,,,,,,,
00384_940422_hr.jpg,root_dir/datasets/original/colorferet/img/00384_940422_hr.jpg,00384,-1,Female,20,,Black,1974,,,,,,,,,,,,,,,,
00283_940307_hr.jpg,root_dir/datasets/original/colorferet/img/00283_940307_hr.jpg,00283,1,Male,30,,White,1964,,,,,,,,,,,,,,,,
00441_940422_fb.jpg,root_dir/datasets/original/colorferet/img/00441_940422_fb.jpg,00441,-1,Female,20,,Asian,1974,,,,,,,,,,,,,,,,
00019_940128_hr.jpg,root_dir/datasets/original/colorferet/img/00019_940128_hr.jpg,00019,1,Male,41,,White,1953,,,,,,,,,,,,,,,,
00761_960627_rc.jpg,root_dir/datasets/original/colorferet/img/00761_960627_rc.jpg,00761,1,Male,42,,White,1954,,,,,,,,,,,,,,,,
00835_940307_fb.jpg,root_dir/datasets/original/colorferet/img/00835_940307_fb.jpg,00835,1,Male,20,,White,1974,,,,,,,,,,,,,,,,
00739_941205_rc.jpg,root_dir/datasets/original/colorferet/img/00739_941205_rc.jpg,00739,1,Male,50,,Asian-Middle-Eastern,1944,,,,,,,,,,,,,,,,
00621_941121_qr.jpg,root_dir/datasets/original/colorferet/img/00621_941121_qr.jpg,00621,1,Male,20,,Hispanic,1974,,,,,,,,,,,,,,,,
00134_931230_pr_a.jpg,root_dir/datasets/original/colorferet/img/00134_931230_pr_a.jpg,00134,1,Male,40,,Asian,1953,,,,,,,,,,,,,,,,
00904_960530_pr.jpg,root_dir/datasets/original/colorferet/img/00904_960530_pr.jpg,00904,1,Male,50,,White,1946,,,,,,,,,,,,,,,,
00221_940128_pl.jpg,root_dir/datasets/original/colorferet/img/00221_940128_pl.jpg,00221,-1,Female,40,,White,1954,,,,,,,,,,,,,,,,
00726_941205_rc.jpg,root_dir/datasets/original/colorferet/img/00726_941205_rc.jpg,00726,1,Male,40,,Asian,1954,,,,,,,,,,,,,,,,
00724_941201_qr.jpg,root_dir/datasets/original/colorferet/img/00724_941201_qr.jpg,00724,1,Male,30,,Asian,1964,,,,,,,,,,,,,,,,
00472_940519_pr.jpg,root_dir/datasets/original/colorferet/img/00472_940519_pr.jpg,00472,-1,Female,40,,Black,1954,,,,,,,,,,,,,,,,
00884_960530_pl.jpg,root_dir/datasets/original/colorferet/img/00884_960530_pl.jpg,00884,1,Male,60,,White,1936,,,,,,,,,,,,,,,,
00828_940307_fb.jpg,root_dir/datasets/original/colorferet/img/00828_940307_fb.jpg,00828,1,Male,20,,Asian,1974,,,,,,,,,,,,,,,,
00198_940128_pl.jpg,root_dir/datasets/original/colorferet/img/00198_940128_pl.jpg,00198,-1,Female,20,,Asian,1974,,,,,,,,,,,,,,,,
00905_960530_fb.jpg,root_dir/datasets/original/colorferet/img/00905_960530_fb.jpg,00905,1,Male,50,,White,1946,,,,,,,,,,,,,,,,
00269_940422_hl.jpg,root_dir/datasets/original/colorferet/img/00269_940422_hl.jpg,00269,1,Male,30,,White,1964,,,,,,,,,,,,,,,,
00773_960620_fb.jpg,root_dir/datasets/original/colorferet/img/00773_960620_fb.jpg,00773,-1,Female,32,,Hispanic,1964,,,,,,,,,,,,,,,,
00514_940519_pl_a.jpg,root_dir/datasets/original/colorferet/img/00514_940519_pl_a.jpg,00514,1,Male,40,,White,1954,,,,,,,,,,,,,,,,
00552_940519_fa.jpg,root_dir/datasets/original/colorferet/img/00552_940519_fa.jpg,00552,1,Male,40,,White,1954,,,,,,,,,,,,,,,,
00405_940422_pr.jpg,root_dir/datasets/original/colorferet/img/00405_940422_pr.jpg,00405,-1,Female,20,,Black,1974,,,,,,,,,,,,,,,,
00436_940422_pr.jpg,root_dir/datasets/original/colorferet/img/00436_940422_pr.jpg,00436,-1,Female,20,,Asian,1974,,,,,,,,,,,,,,,,
00553_940519_fa_a.jpg,root_dir/datasets/original/colorferet/img/00553_940519_fa_a.jpg,00553,1,Male,40,,White,1954,,,,,,,,,,,,,,,,
00447_940422_fa.jpg,root_dir/datasets/original/colorferet/img/00447_940422_fa.jpg,00447,-1,Female,20,,White,1974,,,,,,,,,,,,,,,,
00672_941121_rc.jpg,root_dir/datasets/original/colorferet/img/00672_941121_rc.jpg,00672,1,Male,30,,Asian,1964,,,,,,,,,,,,,,,,
00513_940519_hr_a.jpg,root_dir/datasets/original/colorferet/img/00513_940519_hr_a.jpg,00513,1,Male,40,,White,1954,,,,,,,,,,,,,,,,
00002_940422_hr.jpg,root_dir/datasets/original/colorferet/img/00002_940422_hr.jpg,00002,1,Male,31,,White,1963,,,,,,,,,,,,,,,,
00885_960530_ra.jpg,root_dir/datasets/original/colorferet/img/00885_960530_ra.jpg,00885,1,Male,60,,White,1936,,,,,,,,,,,,,,,,
00760_941201_hl.jpg,root_dir/datasets/original/colorferet/img/00760_941201_hl.jpg,00760,1,Male,60,,White,1934,,,,,,,,,,,,,,,,
00801_941205_rc.jpg,root_dir/datasets/original/colorferet/img/00801_941205_rc.jpg,00801,1,Male,40,,Black,1954,,,,,,,,,,,,,,,,
00434_940422_hr.jpg,root_dir/datasets/original/colorferet/img/00434_940422_hr.jpg,00434,-1,Female,20,,White,1974,,,,,,,,,,,,,,,,
00289_940422_pr_a.jpg,root_dir/datasets/original/colorferet/img/00289_940422_pr_a.jpg,00289,1,Male,40,,White,1954,,,,,,,,,,,,,,,,
00689_941121_hr.jpg,root_dir/datasets/original/colorferet/img/00689_941121_hr.jpg,00689,-1,Female,30,,Asian,1964,,,,,,,,,,,,,,,,
00531_940519_pl_a.jpg,root_dir/datasets/original/colorferet/img/00531_940519_pl_a.jpg,00531,1,Male,40,,Black,1954,,,,,,,,,,,,,,,,
00279_940422_hl.jpg,root_dir/datasets/original/colorferet/img/00279_940422_hl.jpg,00279,-1,Female,20,,White,1974,,,,,,,,,,,,,,,,
00970_960627_rc.jpg,root_dir/datasets/original/colorferet/img/00970_960627_rc.jpg,00970,-1,Female,60,,White,1936,,,,,,,,,,,,,,,,
00809_960620_fa.jpg,root_dir/datasets/original/colorferet/img/00809_960620_fa.jpg,00809,1,Male,32,,Asian,1964,,,,,,,,,,,,,,,,
00894_960530_pl.jpg,root_dir/datasets/original/colorferet/img/00894_960530_pl.jpg,00894,-1,Female,30,,Hispanic,1966,,,,,,,,,,,,,,,,
00751_941201_qr.jpg,root_dir/datasets/original/colorferet/img/00751_941201_qr.jpg,00751,1,Male,40,,White,1954,,,,,,,,,,,,,,,,
00895_960530_qr.jpg,root_dir/datasets/original/colorferet/img/00895_960530_qr.jpg,00895,-1,Female,40,,White,1956,,,,,,,,,,,,,,,,
00553_940519_fb_a.jpg,root_dir/datasets/original/colorferet/img/00553_940519_fb_a.jpg,00553,1,Male,40,,White,1954,,,,,,,,,,,,,,,,
00214_940128_hr.jpg,root_dir/datasets/original/colorferet/img/00214_940128_hr.jpg,00214,-1,Female,20,,White,1974,,,,,,,,,,,,,,,,
00717_960530_rb.jpg,root_dir/datasets/original/colorferet/img/00717_960530_rb.jpg,00717,-1,Female,42,,White,1954,,,,,,,,,,,,,,,,
01207_940128_fa.jpg,root_dir/datasets/original/colorferet/img/01207_940128_fa.jpg,01207,1,Male,40,,Asian-Middle-Eastern,1954,,,,,,,,,,,,,,,,
00506_940519_pr.jpg,root_dir/datasets/original/colorferet/img/00506_940519_pr.jpg,00506,-1,Female,30,,White,1964,,,,,,,,,,,,,,,,
01011_960627_rd.jpg,root_dir/datasets/original/colorferet/img/01011_960627_rd.jpg,01011,-1,Female,50,,White,1946,,,,,,,,,,,,,,,,
00894_960530_fb.jpg,root_dir/datasets/original/colorferet/img/00894_960530_fb.jpg,00894,-1,Female,30,,Hispanic,1966,,,,,,,,,,,,,,,,
00388_940422_hl.jpg,root_dir/datasets/original/colorferet/img/00388_940422_hl.jpg,00388,-1,Female,20,,White,1974,,,,,,,,,,,,,,,,
00949_960627_pr.jpg,root_dir/datasets/original/colorferet/img/00949_960627_pr.jpg,00949,-1,Female,40,,White,1956,,,,,,,,,,,,,,,,
00719_960620_rd.jpg,root_dir/datasets/original/colorferet/img/00719_960620_rd.jpg,00719,-1,Female,42,,White,1954,,,,,,,,,,,,,,,,
00652_941031_fa.jpg,root_dir/datasets/original/colorferet/img/00652_941031_fa.jpg,00652,1,Male,20,,Asian-Middle-Eastern,1974,,,,,,,,,,,,,,,,
00972_960627_qr.jpg,root_dir/datasets/original/colorferet/img/00972_960627_qr.jpg,00972,1,Male,30,,White,1966,,,,,,,,,,,,,,,,
00039_930831_fb.jpg,root_dir/datasets/original/colorferet/img/00039_930831_fb.jpg,00039,1,Male,20,,Asian,1973,,,,,,,,,,,,,,,,
00732_960620_fb.jpg,root_dir/datasets/original/colorferet/img/00732_960620_fb.jpg,00732,1,Male,32,,Asian,1964,,,,,,,,,,,,,,,,
00182_940422_pl.jpg,root_dir/datasets/original/colorferet/img/00182_940422_pl.jpg,00182,1,Male,31,,Asian,1963,,,,,,,,,,,,,,,,
00742_941201_rc.jpg,root_dir/datasets/original/colorferet/img/00742_941201_rc.jpg,00742,-1,Female,30,,White,1964,,,,,,,,,,,,,,,,
00986_960627_fa.jpg,root_dir/datasets/original/colorferet/img/00986_960627_fa.jpg,00986,-1,Female,20,,White,1976,,,,,,,,,,,,,,,,
00422_940422_pr.jpg,root_dir/datasets/original/colorferet/img/00422_940422_pr.jpg,00422,-1,Female,20,,Black,1974,,,,,,,,,,,,,,,,
00537_940519_fb_a.jpg,root_dir/datasets/original/colorferet/img/00537_940519_fb_a.jpg,00537,-1,Female,30,,White,1964,,,,,,,,,,,,,,,,
00770_960530_ra.jpg,root_dir/datasets/original/colorferet/img/00770_960530_ra.jpg,00770,1,Male,42,,White,1954,,,,,,,,,,,,,,,,
00737_960530_qr.jpg,root_dir/datasets/original/colorferet/img/00737_960530_qr.jpg,00737,1,Male,22,,Asian,1974,,,,,,,,,,,,,,,,
00525_940519_fa.jpg,root_dir/datasets/original/colorferet/img/00525_940519_fa.jpg,00525,-1,Female,40,,White,1954,,,,,,,,,,,,,,,,
00475_940519_hr.jpg,root_dir/datasets/original/colorferet/img/00475_940519_hr.jpg,00475,1,Male,30,,White,1964,,,,,,,,,,,,,,,,
00288_940422_pr.jpg,root_dir/datasets/original/colorferet/img/00288_940422_pr.jpg,00288,-1,Female,30,,Asian,1964,,,,,,,,,,,,,,,,
00247_941121_hr.jpg,root_dir/datasets/original/colorferet/img/00247_941121_hr.jpg,00247,1,Male,20,,Asian,1974,,,,,,,,,,,,,,,,
00493_940519_fb.jpg,root_dir/datasets/original/colorferet/img/00493_940519_fb.jpg,00493,1,Male,40,,Asian-Middle-Eastern,1954,,,,,,,,,,,,,,,,
00945_960627_hl.jpg,root_dir/datasets/original/colorferet/img/00945_960627_hl.jpg,00945,-1,Female,40,,Black,1956,,,,,,,,,,,,,,,,
00765_941201_hl.jpg,root_dir/datasets/original/colorferet/img/00765_941201_hl.jpg,00765,1,Male,30,,White,1964,,,,,,,,,,,,,,,,
00413_940422_pl.jpg,root_dir/datasets/original/colorferet/img/00413_940422_pl.jpg,00413,-1,Female,20,,White,1974,,,,,,,,,,,,,,,,
00635_941031_pl.jpg,root_dir/datasets/original/colorferet/img/00635_941031_pl.jpg,00635,-1,Female,20,,Hispanic,1974,,,,,,,,,,,,,,,,
