Name,Path,Identity,Gender_code,Gender,Age,Race_code,Race,date of birth,Emotion_code,Neutral,Anger,Scream,Contempt,Disgust,Fear,Happy,Sadness,Surprise,Sun glasses,Scarf,Eyeglasses,Beard,Hat,Angle
2714.jpg,root_dir/datasets/aligned/fdf/2714.jpg,,,,,,,,,,,,,,,,,,,,,,,
6403.jpg,root_dir/datasets/aligned/fdf/6403.jpg,,,,,,,,,,,,,,,,,,,,,,,
6114.jpg,root_dir/datasets/aligned/fdf/6114.jpg,,,,,,,,,,,,,,,,,,,,,,,
5522.jpg,root_dir/datasets/aligned/fdf/5522.jpg,,,,,,,,,,,,,,,,,,,,,,,
5157.jpg,root_dir/datasets/aligned/fdf/5157.jpg,,,,,,,,,,,,,,,,,,,,,,,
6478.jpg,root_dir/datasets/aligned/fdf/6478.jpg,,,,,,,,,,,,,,,,,,,,,,,
192.jpg,root_dir/datasets/aligned/fdf/192.jpg,,,,,,,,,,,,,,,,,,,,,,,
1903.jpg,root_dir/datasets/aligned/fdf/1903.jpg,,,,,,,,,,,,,,,,,,,,,,,
3444.jpg,root_dir/datasets/aligned/fdf/3444.jpg,,,,,,,,,,,,,,,,,,,,,,,
2286.jpg,root_dir/datasets/aligned/fdf/2286.jpg,,,,,,,,,,,,,,,,,,,,,,,
2314.jpg,root_dir/datasets/aligned/fdf/2314.jpg,,,,,,,,,,,,,,,,,,,,,,,
2128.jpg,root_dir/datasets/aligned/fdf/2128.jpg,,,,,,,,,,,,,,,,,,,,,,,
3140.jpg,root_dir/datasets/aligned/fdf/3140.jpg,,,,,,,,,,,,,,,,,,,,,,,
2332.jpg,root_dir/datasets/aligned/fdf/2332.jpg,,,,,,,,,,,,,,,,,,,,,,,
1832.jpg,root_dir/datasets/aligned/fdf/1832.jpg,,,,,,,,,,,,,,,,,,,,,,,
4519.jpg,root_dir/datasets/aligned/fdf/4519.jpg,,,,,,,,,,,,,,,,,,,,,,,
2988.jpg,root_dir/datasets/aligned/fdf/2988.jpg,,,,,,,,,,,,,,,,,,,,,,,
2993.jpg,root_dir/datasets/aligned/fdf/2993.jpg,,,,,,,,,,,,,,,,,,,,,,,
5600.jpg,root_dir/datasets/aligned/fdf/5600.jpg,,,,,,,,,,,,,,,,,,,,,,,
3583.jpg,root_dir/datasets/aligned/fdf/3583.jpg,,,,,,,,,,,,,,,,,,,,,,,
1306.jpg,root_dir/datasets/aligned/fdf/1306.jpg,,,,,,,,,,,,,,,,,,,,,,,
4818.jpg,root_dir/datasets/aligned/fdf/4818.jpg,,,,,,,,,,,,,,,,,,,,,,,
5719.jpg,root_dir/datasets/aligned/fdf/5719.jpg,,,,,,,,,,,,,,,,,,,,,,,
