Name,Path,Identity,Gender_code,Gender,Age,Race_code,Race,date of birth,Emotion_code,Neutral,Anger,Scream,Contempt,Disgust,Fear,Happy,Sadness,Surprise,Sun glasses,Scarf,Eyeglasses,Beard,Hat,Angle
i621zb-fn.jpg,root_dir/datasets/aligned/muct/i621zb-fn.jpg,621,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i019rc-fn.jpg,root_dir/datasets/aligned/muct/i019rc-fn.jpg,019,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i054sb-mg.jpg,root_dir/datasets/aligned/muct/i054sb-mg.jpg,054,1,Male,,,,,,,,,,,,,,,,,1,,,
i080rd-fn.jpg,root_dir/datasets/aligned/muct/i080rd-fn.jpg,080,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i247ve-fn.jpg,root_dir/datasets/aligned/muct/i247ve-fn.jpg,247,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i221ta-fg.jpg,root_dir/datasets/aligned/muct/i221ta-fg.jpg,221,-1,Female,,,,,,,,,,,,,,,,,1,,,
i037re-fn.jpg,root_dir/datasets/aligned/muct/i037re-fn.jpg,037,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i074sd-fn.jpg,root_dir/datasets/aligned/muct/i074sd-fn.jpg,074,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i226vd-fg.jpg,root_dir/datasets/aligned/muct/i226vd-fg.jpg,226,-1,Female,,,,,,,,,,,,,,,,,1,,,
i430wb-fn.jpg,root_dir/datasets/aligned/muct/i430wb-fn.jpg,430,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i062sd-fn.jpg,root_dir/datasets/aligned/muct/i062sd-fn.jpg,062,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i245ub-fn.jpg,root_dir/datasets/aligned/muct/i245ub-fn.jpg,245,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i614zd-fn.jpg,root_dir/datasets/aligned/muct/i614zd-fn.jpg,614,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i205ta-mn.jpg,root_dir/datasets/aligned/muct/i205ta-mn.jpg,205,1,Male,,,,,,,,,,,,,,,,,-1,,,
i214tb-fn.jpg,root_dir/datasets/aligned/muct/i214tb-fn.jpg,214,-1,Female,,,,,,,,,,,,,,,,,-1,,,
i035rc-mn.jpg,root_dir/datasets/aligned/muct/i035rc-mn.jpg,035,1,Male,,,,,,,,,,,,,,,,,-1,,,
i028sa-mg.jpg,root_dir/datasets/aligned/muct/i028sa-mg.jpg,028,1,Male,,,,,,,,,,,,,,,,,1,,,
i278ua-mn.jpg,root_dir/datasets/aligned/muct/i278ua-mn.jpg,278,1,Male,,,,,,,,,,,,,,,,,-1,,,
i238ua-mn.jpg,root_dir/datasets/aligned/muct/i238ua-mn.jpg,238,1,Male,,,,,,,,,,,,,,,,,-1,,,
i089qa-mn.jpg,root_dir/datasets/aligned/muct/i089qa-mn.jpg,089,1,Male,,,,,,,,,,,,,,,,,-1,,,
i414wa-mn.jpg,root_dir/datasets/aligned/muct/i414wa-mn.jpg,414,1,Male,,,,,,,,,,,,,,,,,-1,,,
i270vc-mn.jpg,root_dir/datasets/aligned/muct/i270vc-mn.jpg,270,1,Male,,,,,,,,,,,,,,,,,-1,,,
i303tb-fg.jpg,root_dir/datasets/aligned/muct/i303tb-fg.jpg,303,-1,Female,,,,,,,,,,,,,,,,,1,,,
i267ue-mn.jpg,root_dir/datasets/aligned/muct/i267ue-mn.jpg,267,1,Male,,,,,,,,,,,,,,,,,-1,,,
i231vc-mn.jpg,root_dir/datasets/aligned/muct/i231vc-mn.jpg,231,1,Male,,,,,,,,,,,,,,,,,-1,,,
i239ua-mn.jpg,root_dir/datasets/aligned/muct/i239ua-mn.jpg,239,1,Male,,,,,,,,,,,,,,,,,-1,,,
